TransactionID,UserID,CourseID,TransactionDate,Amount
T002103,U00386,C0122,2026-05-14,110.9
T002104,U00386,C0081,2026-04-17,100.31
T002105,U00386,C0090,2026-05-18,22.34
T002106,U00386,C0123,2026-06-01,109.33
T002107,U00386,C0153,2026-06-01,51.23
T002108,U00386,C0176,2026-06-01,117.43
T002109,U00386,C0085,2026-06-01,29.95
T002110,U00386,C0136,2026-06-01,21.37
T002111,U00386,C0109,2026-06-01,122.11
T002112,U00386,C0003,2026-06-01,36.91
T002113,U00386,C0067,2026-06-01,21.87
T002114,U00387,C0147,2026-05-30,30.63
T002115,U00387,C0140,2026-05-30,102.43
T002116,U00387,C0002,2026-05-23,121.35
T002117,U00387,C0104,2026-06-01,31.98
T002118,U00387,C0103,2026-06-01,49.05
T002119,U00388,C0014,2025-06-27,117.87
T002120,U00388,C0077,2025-08-30,32.73
T002121,U00388,C0012,2025-07-29,46.28
T002122,U00388,C0137,2025-06-04,55.25
T002123,U00388,C0051,2025-11-21,93.49
T002124,U00388,C0024,2025-08-28,21.31
T002125,U00389,C0095,2025-08-16,135.91
T002126,U00389,C0063,2026-01-09,58.57
T002127,U00389,C0034,2025-10-20,50.91
T002128,U00389,C0087,2026-03-27,27.44
T002129,U00389,C0072,2026-02-10,22.75
T002130,U00389,C0017,2026-01-30,78.32
T002131,U00389,C0024,2026-04-15,21.01
T002132,U00389,C0042,2026-06-01,90.13
T002133,U00389,C0112,2026-01-01,32.26
T002134,U00389,C0111,2026-06-01,48.67
T002135,U00389,C0068,2026-06-01,20.8
T002136,U00390,C0073,2025-07-30,33.66
T002137,U00390,C0045,2025-10-31,134.07
T002138,U00390,C0065,2025-08-22,21.85
T002139,U00390,C0137,2025-12-13,64.43
T002140,U00390,C0144,2025-12-18,98.92
T002141,U00390,C0119,2025-09-19,70.66
T002142,U00390,C0085,2026-02-17,35.65
T002143,U00390,C0132,2025-06-22,57.83
T002144,U00390,C0114,2025-09-01,108.63
T002145,U00390,C0113,2026-06-01,21.47
T002146,U00390,C0051,2025-11-24,92.14
T002147,U00391,C0167,2024-08-28,21.14
T002148,U00391,C0037,2024-07-02,21.98
T002149,U00391,C0036,2024-08-25,44.73
T002150,U00391,C0125,2024-09-29,71.3
T002151,U00391,C0173,2024-09-04,32.12
T002152,U00391,C0132,2025-04-16,58.59
T002153,U00391,C0171,2024-09-11,20.78
T002154,U00391,C0038,2025-04-23,105.3
T002155,U00392,C0011,2025-12-20,126.18
T002156,U00392,C0033,2026-02-20,37.68
T002157,U00392,C0147,2026-04-17,33.35
T002158,U00392,C0109,2026-04-30,107.83
T002159,U00392,C0071,2026-01-06,21.84
T002160,U00392,C0024,2026-03-24,19.67
T002161,U00393,C0095,2024-11-20,134.21
T002162,U00393,C0152,2025-01-31,54.55
T002163,U00393,C0046,2025-02-01,92.85
T002164,U00393,C0024,2025-03-08,16.81
T002165,U00393,C0034,2025-03-01,55.18
T002166,U00393,C0010,2025-01-29,36.22
T002167,U00393,C0061,2025-04-24,29.9
T002168,U00394,C0072,2024-04-30,21.76
T002169,U00394,C0013,2024-06-14,19.82
T002170,U00394,C0115,2024-07-29,34.06
T002171,U00394,C0034,2024-10-10,61.98
T002172,U00394,C0159,2024-06-15,144.13
T002173,U00394,C0025,2024-09-13,20.77
T002174,U00395,C0011,2025-07-30,124.43
T002175,U00395,C0143,2025-08-29,110.92
T002176,U00395,C0057,2025-12-21,47.79
T002177,U00395,C0173,2025-12-29,33.78
T002178,U00395,C0079,2025-09-02,19.96
T002179,U00395,C0124,2026-03-08,33.41
T002180,U00395,C0025,2026-02-18,19.06
T002181,U00396,C0085,2025-02-08,28.8
T002182,U00396,C0179,2025-03-08,25.85
T002183,U00396,C0094,2025-02-15,17.11
T002184,U00397,C0124,2024-06-25,35.8
T002185,U00397,C0054,2024-07-22,137.01
T002186,U00397,C0102,2024-06-24,105.04
T002187,U00397,C0045,2024-09-14,137.05
T002188,U00397,C0011,2024-08-26,139.15
T002189,U00398,C0046,2025-09-06,80.61
T002190,U00398,C0177,2025-09-22,75.58
T002191,U00398,C0110,2026-01-12,95.44
T002192,U00398,C0133,2025-12-05,34.92
T002193,U00398,C0019,2025-11-07,19.37
T002194,U00398,C0169,2025-11-30,33.07
T002195,U00399,C0126,2025-11-23,36.29
T002196,U00399,C0009,2025-11-29,58.34
T002197,U00399,C0017,2025-10-19,77.29
T002198,U00399,C0121,2025-12-30,63.77
T002199,U00399,C0118,2026-03-21,21.41
T002200,U00399,C0104,2026-02-24,31.51
T002201,U00399,C0025,2025-12-08,18.31
T002202,U00399,C0139,2026-04-03,77.74
T002203,U00399,C0140,2026-01-29,94.14
T002204,U00399,C0123,2026-04-02,103.96
T002205,U00399,C0057,2026-04-23,48.47
T002206,U00400,C0013,2026-05-10,20.75
T002207,U00400,C0169,2026-04-28,31.7
T002208,U00400,C0144,2026-03-16,128.69
T002209,U00400,C0019,2026-03-06,18.92
T002210,U00400,C0094,2026-04-10,18.76
T002211,U00400,C0083,2026-03-08,65.37
T002212,U00400,C0022,2026-05-19,94.2
T002213,U00400,C0010,2026-06-01,39.1
T002214,U00400,C0126,2026-06-01,34.99
T002215,U00400,C0101,2026-06-01,52.63
T002216,U00400,C0134,2026-06-01,22.13
T002217,U00400,C0158,2026-06-01,20.53
T002218,U00401,C0177,2026-05-04,90.27
T002219,U00401,C0060,2026-06-01,29.37
T002220,U00401,C0006,2026-05-22,36.32
T002221,U00401,C0075,2026-06-01,99.84
T002222,U00401,C0045,2026-06-01,117.19
T002223,U00401,C0048,2026-06-01,30.58
T002224,U00401,C0007,2026-06-01,56.31
T002225,U00402,C0001,2025-06-07,88.93
T002226,U00403,C0130,2026-06-01,20.54
T002227,U00403,C0077,2026-06-01,25.96
T002228,U00403,C0164,2026-06-01,47.38
T002229,U00404,C0051,2024-05-11,91.11
T002230,U00404,C0007,2024-03-22,57.09
T002231,U00404,C0014,2024-07-01,110.22
T002232,U00404,C0068,2024-07-09,18.79
T002233,U00404,C0003,2024-10-05,33.42
T002234,U00404,C0012,2024-06-15,52.71
T002235,U00405,C0175,2025-09-01,20.16
T002236,U00405,C0009,2025-04-24,55.22
T002237,U00405,C0060,2025-10-17,34.0
T002238,U00405,C0019,2026-01-20,21.82
T002239,U00405,C0156,2025-12-15,109.11
T002240,U00405,C0093,2025-11-28,22.46
T002241,U00405,C0115,2025-11-08,39.68
T002242,U00405,C0042,2026-03-29,90.47
T002243,U00405,C0134,2026-05-27,20.07
T002244,U00405,C0032,2025-12-11,40.06
T002245,U00406,C0178,2025-11-21,34.74
T002246,U00406,C0150,2026-04-16,43.28
T002247,U00406,C0032,2025-09-12,35.08
T002248,U00406,C0120,2026-03-02,64.02
T002249,U00406,C0144,2026-06-01,130.77
T002250,U00406,C0164,2026-06-01,66.06
T002251,U00406,C0160,2026-05-22,50.83
T002252,U00406,C0026,2026-03-28,34.17
T002253,U00406,C0073,2026-06-01,32.5
T002254,U00406,C0013,2026-05-31,20.55
T002255,U00406,C0022,2026-06-01,105.77
T002256,U00407,C0135,2025-10-12,111.63
T002257,U00407,C0012,2025-09-17,59.88
T002258,U00407,C0051,2025-12-04,104.8
T002259,U00408,C0110,2026-06-01,78.87
T002260,U00408,C0130,2026-04-27,16.59
T002261,U00409,C0004,2025-10-13,57.62
T002262,U00409,C0166,2025-11-26,116.22
T002263,U00409,C0100,2025-11-30,132.23
T002264,U00409,C0111,2025-12-18,59.02
T002265,U00409,C0160,2025-12-06,61.71
T002266,U00409,C0044,2025-12-14,46.27
T002267,U00410,C0115,2024-08-04,28.57
T002268,U00410,C0031,2024-11-17,23.1
T002269,U00410,C0072,2024-11-10,16.91
T002270,U00411,C0010,2025-09-30,29.63
T002271,U00411,C0054,2025-10-01,123.12
T002272,U00411,C0070,2025-11-17,129.32
T002273,U00411,C0068,2025-10-06,19.68
T002274,U00411,C0066,2025-06-30,44.88
T002275,U00412,C0007,2024-01-30,44.76
T002276,U00413,C0005,2026-06-01,80.77
T002277,U00413,C0115,2026-06-01,24.28
T002278,U00413,C0084,2026-06-01,74.59
T002279,U00414,C0100,2024-02-05,134.83
T002280,U00414,C0159,2024-01-07,117.03
T002281,U00414,C0173,2024-02-07,37.02
T002282,U00414,C0149,2024-05-04,41.5
T002283,U00414,C0108,2024-07-18,48.63
T002284,U00415,C0090,2026-01-13,21.33
T002285,U00415,C0101,2026-01-21,48.64
T002286,U00415,C0179,2026-04-17,34.82
T002287,U00415,C0153,2026-04-19,54.19
T002288,U00415,C0018,2026-04-08,20.8
T002289,U00415,C0151,2026-06-01,114.77
T002290,U00416,C0136,2026-04-13,18.84
T002291,U00416,C0015,2026-06-01,33.17
T002292,U00416,C0022,2026-03-27,99.47
T002293,U00416,C0120,2026-06-01,54.78
T002294,U00416,C0178,2026-06-01,33.2
T002295,U00416,C0104,2026-06-01,29.72
T002296,U00416,C0036,2026-06-01,45.95
T002297,U00417,C0136,2026-03-05,19.67
T002298,U00417,C0114,2026-06-01,126.45
T002299,U00417,C0008,2026-03-08,107.56
T002300,U00417,C0034,2026-05-22,53.42
T002301,U00417,C0144,2026-06-01,101.53
T002302,U00418,C0146,2024-05-06,41.05
T002303,U00418,C0074,2024-05-19,73.39
T002304,U00418,C0051,2024-07-21,112.62
T002305,U00418,C0046,2024-07-17,103.96
T002306,U00419,C0177,2025-11-09,107.43
T002307,U00419,C0087,2025-10-13,30.75
T002308,U00419,C0163,2025-11-29,124.11
T002309,U00420,C0045,2024-04-02,143.05
T002310,U00420,C0133,2024-03-17,38.01
T002311,U00420,C0108,2024-04-30,65.93
T002312,U00420,C0125,2024-04-29,74.29
T002313,U00421,C0034,2025-09-27,51.47
T002314,U00421,C0024,2025-05-07,13.19
T002315,U00422,C0026,2024-03-26,29.99
T002316,U00422,C0144,2024-02-19,115.82
T002317,U00422,C0015,2024-04-17,31.05
T002318,U00422,C0045,2024-02-18,135.77
T002319,U00422,C0146,2024-06-12,30.05
T002320,U00422,C0046,2024-08-15,95.96
T002321,U00422,C0164,2024-06-03,54.27
T002322,U00423,C0054,2024-05-03,126.38
T002323,U00423,C0109,2024-05-25,112.63
T002324,U00423,C0008,2024-03-30,107.75
T002325,U00423,C0143,2024-05-18,108.28
T002326,U00423,C0011,2024-07-15,134.36
T002327,U00423,C0002,2024-08-25,132.26
T002328,U00423,C0117,2025-02-28,35.65
T002329,U00424,C0118,2025-08-27,13.69
T002330,U00424,C0055,2025-12-13,26.35
T002331,U00425,C0180,2024-03-10,16.02
T002332,U00425,C0058,2024-06-08,17.76
T002333,U00426,C0119,2025-04-26,71.22
T002334,U00426,C0068,2025-06-09,19.56
T002335,U00426,C0045,2025-06-26,106.15
T002336,U00426,C0033,2025-06-30,28.25
T002337,U00426,C0109,2025-06-24,112.61
T002338,U00426,C0170,2025-08-24,19.2
T002339,U00427,C0084,2025-07-29,80.35
T002340,U00427,C0072,2025-09-06,16.68
T002341,U00428,C0074,2025-09-28,68.92
T002342,U00428,C0130,2025-09-06,21.18
T002343,U00428,C0051,2025-10-01,93.9
T002344,U00428,C0174,2025-09-15,68.04
T002345,U00428,C0137,2025-11-24,61.54
T002346,U00429,C0078,2024-08-24,19.57
T002347,U00429,C0124,2024-07-20,30.51
T002348,U00429,C0019,2024-09-25,19.63
T002349,U00429,C0110,2024-11-25,84.98
T002350,U00429,C0024,2024-09-13,19.75
T002351,U00430,C0107,2024-02-22,66.79
T002352,U00430,C0039,2024-02-22,35.46
T002353,U00430,C0015,2024-01-16,35.06
T002354,U00430,C0136,2024-05-18,19.54
T002355,U00430,C0071,2024-05-18,18.9
T002356,U00431,C0074,2024-01-01,58.86
T002357,U00431,C0144,2024-02-10,120.26
T002358,U00431,C0099,2024-01-01,74.53
T002359,U00431,C0042,2024-04-12,96.14
T002360,U00431,C0146,2024-05-30,35.35
T002361,U00431,C0176,2024-06-23,113.72
T002362,U00431,C0009,2024-05-26,62.96
T002363,U00431,C0063,2024-05-15,66.13
T002364,U00431,C0106,2024-03-12,47.74
T002365,U00432,C0100,2025-01-01,122.62
T002366,U00432,C0092,2024-11-24,117.82
T002367,U00432,C0127,2025-01-15,21.11
T002368,U00432,C0129,2025-03-27,31.02
T002369,U00433,C0139,2025-04-28,77.34
T002370,U00433,C0026,2025-02-18,33.61
T002371,U00433,C0146,2025-03-12,33.2
T002372,U00433,C0046,2025-03-17,94.79
T002373,U00433,C0092,2025-05-05,138.26
T002374,U00433,C0144,2025-07-27,95.97
T002375,U00433,C0130,2025-05-24,22.22
T002376,U00434,C0113,2025-05-16,19.63
T002377,U00434,C0075,2025-05-09,111.41
T002378,U00434,C0130,2025-03-01,21.81
T002379,U00434,C0021,2025-05-22,102.5
T002380,U00434,C0019,2025-09-08,23.56
T002381,U00434,C0149,2025-03-29,53.96
T002382,U00435,C0049,2024-05-12,56.66
T002383,U00435,C0138,2024-08-15,43.23
T002384,U00435,C0068,2024-06-06,19.25
T002385,U00435,C0023,2024-11-05,34.53
T002386,U00435,C0109,2024-11-27,120.17
T002387,U00436,C0138,2025-03-18,55.61
T002388,U00436,C0178,2025-03-28,37.69
T002389,U00436,C0010,2025-03-12,36.71
T002390,U00436,C0055,2025-07-01,38.07
T002391,U00436,C0069,2025-08-12,78.42
T002392,U00437,C0039,2025-01-14,25.86
T002393,U00437,C0173,2025-04-15,26.51
T002394,U00437,C0167,2025-05-02,16.21
T002395,U00438,C0037,2026-03-19,18.91
T002396,U00438,C0036,2026-03-03,48.94
T002397,U00438,C0008,2026-06-01,98.46
T002398,U00438,C0032,2026-05-14,32.87
T002399,U00438,C0068,2026-06-01,19.92
T002400,U00438,C0045,2026-06-01,147.94
T002401,U00438,C0054,2026-06-01,138.35
T002402,U00438,C0121,2026-06-01,47.37
T002403,U00439,C0142,2026-06-01,30.84
T002404,U00439,C0088,2026-06-01,72.71
T002405,U00439,C0019,2026-06-01,20.73
T002406,U00439,C0005,2026-06-01,91.15
T002407,U00439,C0042,2026-06-01,110.57
T002408,U00439,C0160,2026-05-05,53.34
T002409,U00439,C0178,2026-06-01,33.46
T002410,U00439,C0095,2026-06-01,116.02
T002411,U00440,C0109,2025-04-13,125.42
T002412,U00440,C0046,2025-05-06,103.67
T002413,U00440,C0071,2025-06-28,22.32
T002414,U00440,C0145,2025-09-16,35.55
T002415,U00440,C0164,2025-08-29,71.33
T002416,U00440,C0078,2025-10-21,22.6
T002417,U00440,C0101,2025-07-22,51.17
T002418,U00440,C0104,2025-06-14,33.46
T002419,U00441,C0132,2025-10-14,60.0
T002420,U00441,C0171,2025-06-28,22.62
T002421,U00441,C0084,2025-10-25,108.67
T002422,U00441,C0007,2025-12-27,60.61
T002423,U00441,C0154,2026-05-22,20.15
T002424,U00441,C0013,2026-04-28,20.76
T002425,U00441,C0058,2026-03-05,21.9
T002426,U00441,C0047,2026-03-09,34.17
T002427,U00441,C0134,2026-03-06,20.87
T002428,U00441,C0176,2026-03-17,114.71
T002429,U00441,C0162,2025-09-26,20.45
T002430,U00441,C0073,2026-06-01,34.23
T002431,U00442,C0027,2025-06-27,34.27
T002432,U00442,C0051,2025-05-08,88.42
T002433,U00442,C0047,2025-04-22,31.7
T002434,U00442,C0174,2025-05-29,76.54
T002435,U00442,C0006,2025-08-22,34.91
T002436,U00442,C0154,2025-10-14,22.53
T002437,U00442,C0012,2025-06-28,50.49
T002438,U00443,C0074,2024-05-13,69.61
T002439,U00443,C0046,2024-04-28,80.11
T002440,U00443,C0011,2024-08-03,131.94
T002441,U00443,C0124,2024-08-13,34.88
T002442,U00444,C0174,2025-03-14,69.69
T002443,U00444,C0153,2025-03-17,50.69
T002444,U00444,C0101,2025-03-01,49.82
T002445,U00444,C0051,2025-06-22,94.31
T002446,U00444,C0012,2025-03-29,48.12
T002447,U00444,C0047,2025-10-16,31.04
T002448,U00444,C0085,2025-06-01,33.12
T002449,U00445,C0100,2024-07-03,129.74
T002450,U00445,C0028,2024-08-01,89.69
T002451,U00445,C0070,2024-09-04,115.37
T002452,U00445,C0140,2025-01-26,96.61
T002453,U00445,C0049,2024-11-13,51.99
T002454,U00445,C0136,2024-06-25,21.67
T002455,U00446,C0150,2024-05-23,49.47
T002456,U00446,C0049,2024-07-13,53.88
T002457,U00446,C0074,2024-09-19,73.89
T002458,U00446,C0046,2024-10-09,94.51
T002459,U00446,C0038,2024-07-28,109.24
T002460,U00446,C0164,2024-10-24,63.6
T002461,U00447,C0051,2024-09-03,101.39
T002462,U00447,C0012,2024-10-21,55.6
T002463,U00447,C0075,2024-10-30,138.36
T002464,U00447,C0146,2024-12-13,35.53
T002465,U00447,C0175,2024-09-03,23.82
T002466,U00448,C0072,2024-04-03,26.37
T002467,U00448,C0095,2024-05-06,125.86
T002468,U00448,C0002,2024-07-02,125.8
T002469,U00448,C0138,2024-06-24,59.31
T002470,U00448,C0126,2024-07-16,40.22
T002471,U00448,C0107,2024-07-15,74.21
T002472,U00448,C0153,2024-10-08,57.44
T002473,U00449,C0046,2024-02-22,112.08
T002474,U00449,C0051,2024-02-05,109.56
T002475,U00449,C0155,2024-04-29,55.01
T002476,U00450,C0093,2025-10-10,22.76
T002477,U00450,C0033,2025-09-13,32.81
T002478,U00450,C0037,2025-08-26,19.69
T002479,U00450,C0098,2025-11-01,33.38
T002480,U00450,C0128,2025-10-24,19.45
T002481,U00450,C0110,2025-08-31,100.13
T002482,U00450,C0024,2025-10-08,24.13
T002483,U00450,C0127,2025-09-06,24.69
T002484,U00450,C0109,2025-12-19,122.72
T002485,U00450,C0150,2026-06-01,52.97
T002486,U00450,C0064,2025-12-04,19.8
T002487,U00450,C0065,2026-06-01,20.13
T002488,U00450,C0120,2026-06-01,68.94
T002489,U00451,C0048,2024-09-12,26.47
T002490,U00452,C0010,2025-06-09,36.7
T002491,U00452,C0028,2025-04-25,78.4
T002492,U00452,C0066,2025-05-16,51.9
T002493,U00452,C0097,2025-05-30,78.88
T002494,U00452,C0107,2025-09-03,68.52
T002495,U00452,C0029,2025-11-04,31.14
T002496,U00452,C0008,2025-10-18,103.92
T002497,U00453,C0029,2026-02-04,29.29
T002498,U00453,C0081,2025-12-12,86.28
T002499,U00454,C0161,2025-11-06,60.26
T002500,U00454,C0125,2025-09-01,65.1
T002501,U00454,C0167,2025-11-22,26.55
T002502,U00454,C0057,2025-10-25,50.58
T002503,U00454,C0096,2025-11-29,156.23
T002504,U00454,C0141,2026-03-24,127.1
T002505,U00455,C0153,2025-07-28,53.21
T002506,U00455,C0066,2025-10-26,59.35
T002507,U00455,C0101,2025-11-09,63.37
T002508,U00455,C0002,2025-12-05,160.74
T002509,U00456,C0065,2024-12-24,19.93
T002510,U00456,C0133,2025-01-14,34.46
T002511,U00456,C0150,2025-01-30,52.2
T002512,U00456,C0007,2025-01-31,53.93
T002513,U00456,C0012,2025-05-16,50.36
T002514,U00456,C0027,2025-07-17,27.69
T002515,U00457,C0035,2025-07-19,92.2
T002516,U00458,C0149,2025-12-14,52.79
T002517,U00458,C0080,2026-01-28,71.88
T002518,U00458,C0165,2026-03-19,54.72
T002519,U00458,C0159,2026-01-18,126.57
T002520,U00458,C0125,2026-03-29,81.24
T002521,U00458,C0081,2026-04-01,144.67
T002522,U00458,C0004,2026-03-14,52.23
T002523,U00459,C0084,2024-09-12,70.76
T002524,U00459,C0005,2024-11-28,80.17
T002525,U00460,C0034,2024-10-10,61.03
T002526,U00460,C0163,2024-11-20,108.49
T002527,U00460,C0150,2024-09-07,41.97
T002528,U00460,C0161,2024-10-16,57.05
T002529,U00460,C0033,2025-02-18,32.15
T002530,U00460,C0091,2024-09-18,91.43
T002531,U00460,C0117,2024-12-25,34.85
T002532,U00461,C0108,2024-08-17,48.81
T002533,U00461,C0130,2024-05-07,21.27
T002534,U00461,C0180,2024-06-18,19.74
T002535,U00461,C0058,2024-07-11,22.7
T002536,U00461,C0149,2024-07-19,47.66
T002537,U00461,C0164,2024-07-19,60.05
T002538,U00461,C0159,2024-12-15,110.54
T002539,U00461,C0019,2024-12-05,22.64
T002540,U00461,C0035,2024-10-28,115.91
T002541,U00461,C0132,2025-01-17,51.37
T002542,U00461,C0171,2025-03-08,18.93
T002543,U00462,C0101,2024-12-30,57.76
T002544,U00462,C0046,2025-01-20,114.49
T002545,U00462,C0010,2025-02-15,35.91
T002546,U00462,C0003,2025-03-03,38.63
T002547,U00462,C0074,2025-04-15,76.27
T002548,U00462,C0107,2025-03-17,76.29
T002549,U00462,C0168,2025-05-11,76.02
T002550,U00463,C0023,2024-10-20,29.61
T002551,U00463,C0173,2024-11-08,34.69
T002552,U00463,C0096,2024-12-13,115.26
T002553,U00463,C0123,2024-12-31,93.91
T002554,U00463,C0178,2024-12-31,36.41
T002555,U00463,C0079,2025-01-12,21.06
T002556,U00463,C0132,2025-03-19,69.18
T002557,U00463,C0161,2025-05-11,56.32
T002558,U00463,C0125,2025-02-22,60.82
T002559,U00463,C0009,2025-09-13,57.8
T002560,U00463,C0052,2025-02-04,22.67
T002561,U00463,C0149,2025-05-20,49.26
T002562,U00464,C0071,2025-01-06,19.94
T002563,U00464,C0008,2025-03-21,116.97
T002564,U00464,C0034,2025-07-10,68.34
T002565,U00464,C0113,2025-09-17,22.47
T002566,U00464,C0004,2025-08-13,49.54
T002567,U00464,C0130,2025-09-12,21.23
T002568,U00464,C0118,2025-07-29,19.55
T002569,U00464,C0110,2025-07-13,89.49
T002570,U00464,C0070,2025-05-31,112.6
T002571,U00464,C0098,2025-12-24,35.63
T002572,U00464,C0144,2026-01-19,108.68
T002573,U00464,C0148,2025-05-10,35.78
T002574,U00465,C0106,2025-07-06,49.95
T002575,U00465,C0086,2025-06-24,116.66
T002576,U00465,C0144,2025-06-17,112.49
T002577,U00465,C0095,2025-05-21,136.62
T002578,U00465,C0088,2025-05-30,71.95
T002579,U00465,C0026,2025-07-09,30.51
T002580,U00466,C0127,2024-08-01,21.9
T002581,U00466,C0036,2024-11-20,48.23
T002582,U00466,C0133,2025-02-16,32.07
T002583,U00466,C0015,2025-01-16,33.02
T002584,U00466,C0161,2025-03-05,50.37
T002585,U00466,C0177,2025-02-24,96.14
T002586,U00467,C0109,2024-12-03,98.8
T002587,U00467,C0134,2024-11-15,23.43
T002588,U00467,C0105,2025-02-09,19.63
T002589,U00467,C0074,2024-11-22,68.34
T002590,U00467,C0108,2024-12-14,41.98
T002591,U00467,C0083,2025-03-08,60.25
T002592,U00468,C0054,2025-05-27,154.23
T002593,U00468,C0150,2025-04-26,49.03
T002594,U00468,C0028,2025-06-01,94.98
T002595,U00468,C0003,2025-08-14,38.45
T002596,U00468,C0067,2025-09-02,21.89
T002597,U00468,C0011,2025-08-07,124.5
T002598,U00468,C0136,2025-06-09,21.71
T002599,U00469,C0163,2026-04-24,104.23
T002600,U00469,C0139,2026-04-17,73.23
T002601,U00469,C0093,2026-02-09,20.89
T002602,U00469,C0096,2026-05-22,128.48
T002603,U00469,C0148,2026-06-01,34.45
T002604,U00469,C0081,2026-06-01,120.91
T002605,U00469,C0111,2026-06-01,45.96
T002606,U00469,C0149,2026-06-01,41.25
T002607,U00470,C0120,2025-07-30,45.15
T002608,U00470,C0048,2025-10-21,23.14
T002609,U00471,C0058,2024-11-02,17.33
T002610,U00472,C0004,2025-01-20,53.5
T002611,U00472,C0012,2025-03-17,51.97
T002612,U00473,C0130,2024-12-27,14.97
T002613,U00473,C0072,2024-12-19,18.04
T002614,U00474,C0164,2025-05-22,62.2
T002615,U00474,C0101,2025-04-12,50.16
T002616,U00474,C0085,2025-02-27,32.55
T002617,U00474,C0055,2025-04-24,37.02
T002618,U00474,C0171,2025-06-10,19.05
T002619,U00474,C0060,2025-07-22,27.91
T002620,U00474,C0148,2025-08-24,26.4
T002621,U00474,C0142,2025-08-02,31.62
T002622,U00474,C0015,2025-12-06,32.2
T002623,U00474,C0110,2025-06-03,92.55
T002624,U00474,C0130,2025-09-04,20.82
T002625,U00475,C0046,2025-09-27,80.04
T002626,U00475,C0019,2025-10-20,20.06
T002627,U00475,C0026,2025-11-26,34.56
T002628,U00475,C0145,2026-01-07,35.07
T002629,U00475,C0074,2026-01-27,59.21
T002630,U00475,C0045,2025-12-19,121.12
T002631,U00475,C0144,2026-02-25,91.91
T002632,U00476,C0096,2025-10-21,149.87
T002633,U00476,C0042,2026-02-07,83.44
T002634,U00476,C0098,2026-01-14,33.65
T002635,U00476,C0040,2026-05-08,112.62
T002636,U00476,C0142,2026-05-23,31.9
T002637,U00476,C0057,2026-05-20,56.46
T002638,U00476,C0076,2026-05-16,124.62
T002639,U00476,C0025,2026-06-01,18.29
T002640,U00477,C0026,2025-03-29,32.7
T002641,U00477,C0110,2025-05-03,84.9
T002642,U00477,C0164,2025-04-19,58.79
T002643,U00477,C0064,2025-05-29,18.05
T002644,U00477,C0037,2025-07-07,18.95
T002645,U00477,C0177,2025-05-21,76.8
T002646,U00477,C0046,2025-10-19,83.21
T002647,U00478,C0108,2024-03-18,52.45
T002648,U00478,C0101,2024-04-18,48.12
T002649,U00478,C0059,2024-02-08,49.35
T002650,U00478,C0153,2024-05-27,47.21
T002651,U00478,C0135,2024-05-17,119.14
T002652,U00478,C0090,2024-07-25,20.11
T002653,U00478,C0151,2024-10-15,111.01
T002654,U00479,C0157,2026-01-10,73.52
T002655,U00479,C0086,2026-02-16,129.99
T002656,U00479,C0134,2026-04-24,24.16
T002657,U00479,C0106,2026-04-02,56.03
T002658,U00479,C0102,2026-03-03,101.25
T002659,U00479,C0095,2026-05-23,131.78
T002660,U00479,C0176,2026-06-01,122.69
T002661,U00480,C0038,2024-06-28,105.58
T002662,U00480,C0137,2024-10-08,55.67
T002663,U00480,C0174,2024-09-09,61.52
T002664,U00480,C0051,2024-10-26,93.24
T002665,U00480,C0119,2024-09-21,66.78
T002666,U00480,C0154,2024-12-14,20.16
T002667,U00481,C0045,2025-12-02,127.87
T002668,U00481,C0026,2025-12-02,27.14
T002669,U00481,C0019,2025-10-27,18.61
T002670,U00481,C0144,2026-01-19,113.23
T002671,U00481,C0074,2026-03-15,65.78
T002672,U00481,C0046,2026-05-05,75.94
T002673,U00482,C0038,2025-02-23,97.86
T002674,U00482,C0011,2025-04-26,119.27
T002675,U00482,C0144,2025-04-22,96.88
T002676,U00482,C0045,2025-04-25,122.29
T002677,U00482,C0143,2025-06-20,113.48
T002678,U00483,C0022,2024-07-07,88.86
T002679,U00483,C0112,2024-07-01,36.63
T002680,U00483,C0138,2024-06-11,51.37
T002681,U00483,C0147,2024-08-07,31.15
T002682,U00483,C0003,2024-10-07,28.98
T002683,U00483,C0039,2024-07-18,36.25
T002684,U00484,C0153,2024-11-05,56.0
T002685,U00484,C0172,2024-11-29,37.87
T002686,U00484,C0030,2024-12-09,38.45
T002687,U00484,C0095,2024-12-19,131.46
T002688,U00484,C0101,2025-03-23,60.31
T002689,U00484,C0122,2025-04-14,122.19
T002690,U00485,C0120,2024-04-21,59.65
T002691,U00485,C0124,2024-05-31,29.79
T002692,U00485,C0175,2024-05-31,20.5
T002693,U00485,C0150,2024-04-07,47.52
T002694,U00486,C0117,2025-02-25,29.75
T002695,U00486,C0147,2025-03-16,29.83
T002696,U00486,C0177,2025-04-19,82.01
T002697,U00486,C0045,2025-03-28,124.54
T002698,U00486,C0052,2025-04-02,18.1
T002699,U00486,C0119,2025-07-20,61.13
T002700,U00486,C0078,2025-10-03,18.74
T002701,U00487,C0178,2024-03-16,33.52
T002702,U00487,C0065,2024-07-06,19.4
T002703,U00487,C0115,2024-05-13,36.38
T002704,U00487,C0093,2024-07-07,20.5
T002705,U00487,C0157,2024-08-11,59.63
T002706,U00487,C0005,2024-06-27,110.9
T002707,U00487,C0070,2025-01-08,118.98
T002708,U00488,C0129,2026-06-01,36.55
T002709,U00488,C0019,2026-01-28,22.42
